Unique Lake,Latitude,Longitude,Lake Name
USA20706,40.318123,-78.651451,BEAVER DAM RUN RESERVOIR
USA17078,40.31904,-79.476811,TWIN LAKES UPPER
USA21779,40.324139,-79.475634,TWIN LAKE LOWER
USA22821,40.32443,-105.2119,"CARTER LAKE NEAR BERTHOUD, CO."
USA13303,40.32641,-75.188285,LAKE GALENA
USA19823,40.32665,-104.2641,Sanborn Draw
USA18561,40.32855,-96.52878,216
PRT12213,40.33604,-7.5926361,Peixao
USA19912,40.33707964,-105.1266942,Home Supply Reservoir
USA22530,40.340521,-81.177694,TAPPAN LAKE
USA21162,40.340892,-92.007731,Ella Ewing
USA20112,40.34146279,-111.0582392,Currant Creek Reservoir
USA20111,40.34378,-111.0606,2429
USA23731,40.34861,-95.13444,"BILBY RANCH LK NR QUITNAM, MO"
USA22589,40.349062,-78.112287,RAYSTOWN LAKE 
USA22112,40.350734,-95.137077,Bilby Ranch
USA19940,40.35086625,-109.943307,Montes Creek Reservoir
USA16856,40.35333,-94.77667,"LIONS CLUB SHELTER DOCK MOZINGO LK, MO"
USA21096,40.35386,-78.62337,1789
USA14939,40.3548,-78.14001,Raystown Lake
USA19833,40.35554,-104.6341,"LOWER LATHAM RESERVOIR, CO."
USA21497,40.355988,-76.4083,STOEVERS DAM
USA21064,40.358568,-76.453117,EBENEZY
USA19673,40.35944,-100.673,Hugh Butler Lake
PRT12215,40.37035,-7.6236,Redonda
USA20099,40.37526,-105.4892,"LAKE ESTES NEAR DAM NEAR ESTES PARK, CO"
USA22469,40.375537,-84.330802,LAKE LORAMIE
USA22485,40.375988,-94.778476,Mozingo
USA19819,40.37887,-104.0736,JACKSON RESERVOIR SITE 2
USA18590,40.380217,-78.883923,HINCKSTON RUN RESERVOIR
USA16337,40.38122,-84.324,783
ESP12333,40.38333333,-4.335555556,San Juan
USA13207,40.38343,-76.03383,Blue Marsh Lake
USA23796,40.38748,-104.0916,JACKSON RESERVOIR SITE 5
USA22009,40.387508,-78.831596,SALTLICK RESERVOIR
USA21634,40.39203,-93.85323,1012
USA20979,40.39657752,-121.3630479,DOMINGO LAKE
USA21121,40.400368,-74.841913,AMWELL LAKE
USA21372,40.40207,-94.524374,Worth County
USA19820,40.40248,-104.0808,JACKSON RESERVOIR SITE 4
ESP12342,40.40416667,-2.768333333,Buendia
USA16399,40.407986,-93.660088,Paho
USA16469,40.408543,-94.082399,Harrison County
USA15175,40.40982,-88.722741,DAWSON
USA20269,40.410131,-74.241347,LEFFERTS LAKE
USA23711,40.41287,-76.08966,Blue Marsh Lake Inflow at Surface
USA19878,40.41304,-105.0361,"BOYD LAKE, CO."
USA22871,40.4187,-76.59163,"Memorial Lake, PA"
USA19784,40.42026,-103.3563,PREWITT RESERVOIR SITE 4
USA23527,40.42109,-105.0828,"LAKE LOVELAND, CO."
USA22200,40.422088,-78.688246,WILMORE
ESP12345,40.425,-4.549722222,Burguillo
USA20395,40.425608,-91.155106,CARTHAGE
USA19783,40.42804,-103.3563,PREWITT RESERVOIR SITE 1
USA19880,40.42832,-105.0464,"HORSESHOE LAKE, CO."
USA19706,40.43032,-101.5544,Enders
USA16971,40.430631,-94.858422,Nodaway
USA19876,40.43328,-105.0337,1403
USA12786,40.43388,-74.470636,FARRINGTON LAKE
USA19877,40.43393157,-105.0333622,Boyd Lake
USA19785,40.43665,-103.3447,PREWITT RESERVOIR SITE 2
USA20789,40.43677257,-121.541284,Unnamed
USA22382,40.43821,-82.97903,1375
USA14723,40.440719,-92.228277,Show-Me
USA19950,40.44381349,-111.4929356,Deer Creek
USA14470,40.446367,-92.205002,Memphis City
USA20789,40.44863996,-121.4469821,Sifford Lakes 5
USA20790,40.45191114,-121.5175652,Ink Lake
USA13734,40.454279,-77.181472,LITTLE BUFFALO
USA13735,40.45508,-77.17304,"Little Buffalo Lake, PA"
USA20648,40.455632,-90.790956,ARGYLE
TUR12558,40.45808,33.26581,Gumerdigin
USA22837,40.45965,-115.4564,176  N30 E58 29ABB 1    OVERLAND LAKE NR RUBY VLY
USA16460,40.46003,-81.16283,Leesville Lake
USA20735,40.46016,-75.223153,LAKE NOCKAMIXON
USA16848,40.46163,-79.56745,509
USA21585,40.46868236,-121.5103107,Lake Helen
USA20344,40.469209,-74.424033,WESTON MILL POND
USA13558,40.469654,-89.86254,SPRING NORTH
USA20999,40.47706784,-121.4563321,Cliff Lake
USA16572,40.47787,-83.87907,271
USA21062,40.478744,-95.581936,Charity
USA13679,40.479008,-75.265925,LAKE TOWHEE
TUR12540,40.48028,30.83444,Cubuk
USA23792,40.48054,-104.9014,"WINDSOR LAKE, CO."
USA21297,40.480822,-78.714892,LAKE ROWENA
USA15904,40.482648,-78.278388,CANOE LAKE
USA19844,40.48406,-104.901,1147
USA19845,40.48469365,-104.901161,Windsor Lake
USA20328,40.486411,-86.016588,KOKOMO RESERVOIR #2
USA20787,40.4874949,-121.3790494,Deinse
USA16443,40.489425,-93.552625,Marie
USA15117,40.49022,-86.00306,1227
USA18419,40.49158,-78.46066,386
USA23803,40.49193,-104.9953,"FOSSIL CREEK RESERVOIR, CO."
CHN10551,40.49303,116.8473,Miyun Shuiku
USA22022,40.493806,-93.024387,UNIONVILLE (NEW) LAKE NR DAM
USA20029,40.49439,-121.1629,1481
USA21383,40.4977806,-121.3629543,Swan Lake
USA22098,40.498384,-91.771439,Fox Valley
TUR12550,40.50197,33.48494,Karadere
TUR12561,40.50208,33.23178,Karaoren
USA17023,40.508053,-82.503658,KNOX LAKE
USA21188,40.508319,-74.563427,SPOOKY BROOK POND
ESP12343,40.50833333,-2.73,EntrepeÃ±as
USA20474,40.509111,-90.733611,SPRING (MCDONOUGH)
USA22900,40.50915,-105.6111,HUSTED S
USA17123,40.510733,-82.582584,KOKOSING LAKE
USA15529,40.51175,-84.54482,Grand Lake Ohio west of Windy Point buoy B-2
USA21899,40.514532,-92.552296,Lancaster
USA15525,40.515,-84.53481,Grand Lake Ohio east of Windy Point buoy B-3
USA15527,40.51964,-84.45899,Grand Lake Ohio county line south buoy B-6
TUR12555,40.52286,33.26956,Sabanozu
USA20833,40.52326037,-121.4070186,Little Bear Lake
USA15518,40.526132,-84.498751,GRAND LAKE ST MARYS
USA15526,40.52762,-84.49418,Grand Lake Ohio central buoy B-1
USA15524,40.52821,-84.49693,847
USA19953,40.5297,-105.1444,Horsetooth
TUR12548,40.52980556,33.46688889,Saraykoy
USA22470,40.529815,-93.034441,Thunderhead
USA15522,40.53,-84.5,Grand Lake St. Marys
USA15523,40.53,-84.49,Grand Lake St. Mary's
USA15530,40.53344,-84.53325,Grand Lake Ohio north of Safety Island buoy B-4
USA15528,40.53605,-84.45924,Grand Lake Ohio county line north buoy B-5
USA21671,40.53675099,-121.2623518,Widow Lake
USA19866,40.54109,-104.9591,Timnath Reservoir
USA22822,40.54581,-106.6809,"SUMMIT LAKE NEAR BUFFALO PASS, CO"
ESP12347,40.54972222,-4.049444444,Valmayor
USA16129,40.55157,-81.23795,Atwood Lake
USA21012,40.552333,-74.632178,LAKE 31A
USA20905,40.555876,-74.631309,JAPANESE GARDEN A
USA20017,40.55914,-107.3842,ELKHEAD RESERVOIR SITE 3B
ESP12351,40.56027778,-5.620833333,Santa Teresa
USA20003,40.56465,-121.2914,Butte Lake
USA19485,40.56963,-78.7748,COLVER RESERVOIR
USA20578,40.570887,-89.984215,CANTON
TUR12549,40.57358333,33.46125,Seydi
USA22040,40.573683,-76.362821,SWEET ARROW
USA20018,40.57692,-107.3765,ELKHEAD RESERVOIR SITE 2B
USA17819,40.57813,-79.028169,YELLOW CREEK
USA20019,40.58497,-107.3631,ELKHEAD RESERVOIR SITE 1B
USA17819,40.5909,-79.05281,"Yellow Creek Lake near Brush Valley, PA"
USA22679,40.59271,-115.3945,"045  N31 E58  2D   2    LAMOILLE LAKE NR LAMOILLE,"
USA21126,40.59285373,-115.3943332,Lamoille Lake
USA21127,40.59294,-115.3943,NV:2
USA16326,40.598709,-93.769118,NINE EAGLES LAKE
USA22636,40.59998,-105.1689,"HORSETOOTH RESERVOIR NEAR FORT COLLINS, CO."
TUR12543,40.60006,31.27861,Abant
USA23697,40.60095,-95.6507,Lower Pine
USA21317,40.60399,-74.080216,BRADYS POND
TUR12544,40.60611111,31.67638889,Aladag
USA23668,40.6097,-104.8708,"BLACK HOLLOW RESERVOIR, CO."
USA22680,40.6152,-115.382,"045  N32 E58 36AAC 1    ISLAND LAKE NR LAMOILLE, N"
USA19902,40.6172,-105.0764,Terry Lake
USA20965,40.619382,-74.285158,RAHWAY RIVER PARK LAKE
USA13070,40.626077,-74.096416,Silver Lake Reservoir
USA22539,40.62803,-74.85057,333
USA21163,40.630208,-74.297754,BLOODGOODS POND
USA19812,40.63081113,-120.0010506,Smoke Creek Reservoir
USA22594,40.63133389,-118.3101851,Rye Patch Reservoir
USA21938,40.63173,-89.74975,1724
USA22714,40.63368,-106.7077,LAKE ELBERT
USA14503,40.634273,-89.035797,Evergreen Lake
USA21153,40.635383,-74.455561,WATCHUNG LAKE
USA16713,40.637415,-82.347333,Pleasant Hill Lake
USA20583,40.642112,-88.927879,BLOOMINGTON
USA22065,40.64269771,-112.3059901,Stansbury Lake
USA16919,40.642799,-80.76062,HIGHLANDTOWN LAKE
USA21187,40.64383,-73.687099,Grant Park Pond
TUR12538,40.6451,41.64357,Tortum Lake
USA22734,40.64854,-115.3537,"176  N32 E59 18DD  1    VERDI LAKE NR LAMOILLE, NV"
TUR12539,40.64923,41.6414,Tortum
ESP12392,40.65067,-0.132493,BARDAL
USA20865,40.652229,-73.602682,Milburn Pond
USA20540,40.652483,-93.851071,SLIP BLUFF LAKE
USA20925,40.652893,-73.550227,Camaans Pond
USA21005,40.653933,-74.959151,CLINTON WMA POND
TUR12559,40.65417,31.62528,Golcuk
USA21532,40.660762,-73.655208,Smith Pond (Rockville Centre)
USA20973,40.661741,-73.569633,Freeport Reservoir-West
GRC10943,40.66706,23.54194,Volvi
USA20915,40.667333,-74.315643,NOMAHEGAN PARK LAKE
USA12615,40.669242,-73.467653,Massapequa Lake
USA22182,40.67121465,-109.920081,Paradise Park Reservoir
USA21513,40.67141,-99.05552,692
USA21081,40.673282,-73.515339,Mill/Jones/Wantagh Pond
USA22120,40.674369,-75.834894,LEASER LAKE 
USA20163,40.67564511,-110.9689681,Washington Lake
USA12641,40.67721,-73.644248,Hemstead Lake
USA21656,40.67878,-110.7617,1183
USA21654,40.67878014,-110.761806,Dean Lake
USA21365,40.67914,-73.463499,Massapequa Reservoir
USA20927,40.68077998,-111.0971262,West Shingle Creek Lake
USA20932,40.681135,-73.573343,Smith Roosevelt Pond
USA22860,40.68287,-75.86548,"Whipple Lake, PA"
USA20159,40.68318735,-110.9552984,Trail Lake
USA20160,40.68364,-110.9548,2685
ESP12407,40.68452,-0.2394814,EL CRISTO
USA16293,40.685237,-82.047117,SHREVE LAKE
USA20666,40.685592,-85.87209,MISSISSINEWA RESERVOIR
TUR12517,40.688141,30.389838,Mollakoy
USA21265,40.68975,-110.3848,671
USA21266,40.68981639,-110.3847382,Twin Lakes
USA22593,40.69368,-118.2703,1529
USA19675,40.69518,-99.85564,528
USA22637,40.69729,-78.53724,"Glendale Lake near Flinton, PA"
USA23497,40.69729,-78.53724,Glendale Lk
USA21098,40.70195496,-110.3868381,Bluebell Pass
USA23637,40.7033,-94.35974,Kent Park
USA21068,40.70335348,-110.3803733,No Name
USA15643,40.703459,-83.378691,KILLDEER RESERVOIR
USA23382,40.70405,-93.39904,Bobwhite
USA20519,40.705202,-89.281745,EUREKA
USA17176,40.705427,-82.822627,AMICK RESERVOIR
USA20125,40.70733,-106.453,1675
USA20126,40.70733663,-106.4530522,East Delaney Reservoir
USA20509,40.708892,-91.970986,LACEY KEOSAUQUA PARK LAKE
USA17484,40.70927,-82.631602,CLEAR FORK RESERVOIR
USA20647,40.709612,-86.753925,FREEMAN
USA20275,40.710152,-93.398892,BOB WHITE LAKE
USA20536,40.713259,-91.437856,POLL MILLER PARK LAKE
USA21919,40.71363,-74.63494,RAVINE LAKE
USA17281,40.714199,-94.691178,LAKE OF THREE FIRES
USA21113,40.71898775,-110.3454568,East Carrol
USA21645,40.719994,-82.803786,POWERS RESERVOIR
USA20283,40.720436,-85.107093,KUNKEL
USA21784,40.72188767,-110.3546704,Upper Carrol
USA21055,40.723579,-74.531333,OSBORN POND
ESP12353,40.72361111,-3.848333333,Santillana
USA20077,40.72481267,-109.1837246,Crouse Reservoir
USA20078,40.72496,-109.1845,2655
USA20466,40.729408,-94.826334,WINDMILL LAKE
USA23829,40.72944,-94.82629,Windmill
USA22638,40.73007,-77.62889,"Laurel Creek Reservoir near Milroy, PA"
USA23383,40.73257,-91.14296,Springbrook
USA15170,40.737375,-84.233184,BRESLER RESERVOIR
USA20926,40.737671,-74.304172,CAMPBELLS POND
USA15844,40.738621,-84.0427,FERGUSON RESERVOIR
USA15608,40.740963,-84.066682,LOST CREEK RESERVOIR
USA15843,40.741631,-84.049349,METZGER RESERVOIR
USA23537,40.75028,-93.3316,"Corydon Lake Spillway at Corydon, IA"
USA16825,40.75223,-93.33271,"Corydon Lake, 350 ft Upstream of Dam, Corydon, IA"
USA20148,40.75337657,-109.6216635,Oaks Park Reservoir
USA16827,40.75362,-93.33466,"Corydon Lake, 1550 ft Upstream of Dam, Corydon, IA"
USA16828,40.75445,-93.33632,"Corydon Lake, 2150 ft Upstream of Dam, Corydon, IA"
USA16826,40.75528,-93.3341,"Corydon Lake, North Arm, Corydon, IA"
USA22057,40.75552044,-111.7164014,Mountain Dell Reservoir
USA15541,40.756225,-84.047638,LIMA LAKE
USA16618,40.75747,-93.2388,1460
USA20147,40.75776,-109.6229,1119
GRC10947,40.7594,21.0878,Small Prespa Lake
USA21061,40.761741,-74.324986,BUTLER POND
USA13335,40.76263,-74.28597,761
USA16622,40.763066,-82.377408,CHARLES MILL RESERVOIR
USA22639,40.76313,-77.21387,"Faylor Lake at Beaver Springs, PA"
USA16898,40.76358207,-122.2170304,Shasta Lake
GRC10946,40.76368056,21.09733889,Lesser Prespa
USA20001,40.76401,-111.3908,Rock Port Lake
USA20102,40.7655,-109.2973,1631
USA14449,40.766595,-86.532926,CICOTT
USA21209,40.767841,-74.556243,LEDELLS POND
USA21949,40.771634,-73.021642,Great Patchogue Lake
USA20101,40.7721831,-109.2970633,Matt Warner
USA14633,40.773118,-85.610331,Salamonie Lake
USA20589,40.774466,-93.778273,LITTLE RIVER WATERSHED LAKE
TUR12536,40.77861,32.02528,Yenicaga
USA19780,40.77999,-103.2699,North Sterling
TUR12537,40.7811,32.02282,Lake Yeni?Ã¹Â®aga
USA17751,40.782434,-76.123775,LOCUST LAKE 
USA23082,40.78342,-76.11966,"Locust Lake, PA"
USA20977,40.787412,-73.704648,Whitney Lake outlet
USA21565,40.7875395,-110.0922906,Taylor
USA20196,40.788099,-73.021167,CANAAN LAKE 
USA21876,40.790097,-80.98135,ZEPERNICK LAKE
USA14218,40.79675,-77.19609,"Walker Lake at Troxelville, PA"
USA23437,40.80001,-92.88687,Rathbun Lake 10.4 mi Uplake from Dam RA-8
USA23752,40.80001,-92.88687,Rathbun Lake Intake Area RA-3
USA17153,40.800841,-80.878832,GUILFORD LAKE
USA16776,40.802337,-81.453342,SIPPO LAKE
USA21313,40.802473,-73.999643,NORTH HUDSON PARK LAKE
USA14219,40.80374,-77.17856,1401
USA23278,40.80509,-76.00826,"Tuscarora Lake, PA"
USA21785,40.80705,-110.4053,1695
USA21788,40.80720433,-110.4053421,Lake Blanchard
USA20369,40.807953,-85.685165,HOMINY RIDGE
USA20866,40.807984,-72.830447,East Mill Pond
USA21241,40.808402,-72.83479,West Mill Pond @ outlet
USA20953,40.810422,-74.79586,KOEHLER POND
USA14864,40.815148,-92.582841,LAKE WAPELLO
USA21705,40.816736,-82.925497,BUCYRUS RESERVOIR #2
USA21630,40.819429,-83.26631,UPPER SANDUSKY RESERVOIR
USA14113,40.81966,-91.38812,Geode
USA14115,40.819878,-91.387752,LAKE GEODE
USA22118,40.82028,-83.253821,UPPER SANDUSKY RESERVOIR #2
MEX11549,40.82041757,-110.39054,Henrys Fork Lake
USA21009,40.820968,-74.43294,EDEN MILL POND
USA22640,40.82285,-77.4686,"Poe Lake, PA"
USA20317,40.825069,-74.180239,CLARKS POND
USA12628,40.827474,-73.122709,Lake Ronkoma
USA21737,40.82945,-82.932643,RILEY RESERVOIR
USA21675,40.83133151,-110.0193773,Jessen Lake
USA21194,40.833593,-74.410285,BEE MEADOW POND
USA21603,40.835857,-72.923793,Lower Yaphank Lake
USA20278,40.83594,-95.35717,PIERCE CREEK LAKE
USA22097,40.83619,-73.221641,New Mill Pond
USA20426,40.837095,-94.543738,WILSON PARK LAKE
TUR12516,40.83833333,30.46888889,Poyrazlar
USA14579,40.838593,-85.426527,J. Edward Roush Lake
ESP12374,40.84,-3.957594,Penalara Lake
USA16723,40.84078,-75.915139,LAKE HAUTO
USA21006,40.841155,-76.11184,PARK PLACE # 3
USA14843,40.847114,-84.576986,VAN WERT RES. #1
USA23164,40.84843,-75.63797,"Beltzville Lake, PA"
USA20913,40.85582,-74.527957,OPENAKA LAKE
USA23413,40.86195,-93.49966,Humeston Reservoir
USA13562,40.8634,-76.77414,377
USA19403,40.864656,-78.88587,HEMLOCK
USA20132,40.86509293,-109.8139057,Browne Lake
TUR12515,40.87055556,30.40111111,Taskisigi
USA14437,40.870578,-74.628352,CHESLER LAKE
USA14166,40.87358,-75.58091,Beltzville Lake
USA15857,40.875027,-93.034708,Rathbun Lake
TUR12514,40.87833,30.43194,Kucuk Akgol
USA21336,40.8819,-74.463006,RAINBOW LAKES
USA20284,40.882363,-85.210176,MOSER
USA20835,40.882794,-74.954675,LIBERTY LAKE
USA21286,40.88353,-72.931824,Artist Lake
USA20139,40.88926828,-109.8504959,Sheep Creek Lake
USA14600,40.892874,-85.468774,CLAIR
USA23070,40.89334,-92.9552,"Rathbun Lake 10 mi Uplake from Dam, IA RA-7"
USA12639,40.89435,-72.674976,Wildwood Lake
USA20909,40.895907,-74.559128,BOWLBY POND
USA19806,40.89883,-112.3497,Great Salt
USA21094,40.903389,-74.849863,ALPHANO POND
USA19982,40.90775771,-111.5895717,East Canyon
USA14181,40.910113,-88.649791,PONTIAC QUARRY RESERVOIR
USA14844,40.91153,-86.33837,1163
USA14894,40.91157,-74.815173,ALLAMUCHY POND
USA14383,40.91204,-75.17046,"Minsi Lake near Roseto, PA"
USA22093,40.91237,-72.722615,Forge Pond aka Peconic Lake
ESP12350,40.9125,-3.478333333,El Atazar
ESP12370,40.91481,-0.0577824,CABEZA DE DIEGO GOMEZ
USA22125,40.914849,-75.171475,LAKE MINSI
USA20438,40.918171,-72.408429,LITTLE FRESH POND
USA22641,40.91839,-78.06029,"Black Moshannon Lake, PA"
USA21853,40.919892,-75.066231,DELAWARE LAKE
USA19746,40.92221,-102.6444,JUMBO RESERVOIR SITE 2
USA20144,40.92284191,-110.1189303,Hoop Lake
USA12751,40.923411,-72.849592,Panamoka Lake
USA15006,40.92705,-74.53388,77
USA21412,40.929826,-74.548419,MOUNT HOPE POND
USA21642,40.930207,-74.768886,WATCHU POND
USA19749,40.93138,-102.6452,Big Jumbo
USA13471,40.932837,-74.374404,VALHALLA LAKE
ESP12358,40.93416667,-3.805277778,Pinilla
USA15005,40.934808,-74.528174,UPPER MOUNT HOPE LAKE
USA12978,40.93548,-74.25539,1273
USA16089,40.93622,-74.63975,Lk Hopatcong 9600 ft NE of dam at Hopatcong NJ
USA21766,40.93706,-74.443808,DIXONS POND
USA17299,40.937716,-78.552434,Curwensville Lake
USA22448,40.939278,-81.524644,NIMISILA RESERVOIR
ESP12412,40.94137,-4.869464,CONSTANZA
USA20121,40.94479361,-106.0115855,Johnson Reservoir
USA23665,40.94547,-72.19,HOOK POND (QW SITE3) AT OUTLET AT EAST HAMPTON NY
USA14810,40.94583,-74.74583,Cranberry Lk 2449ftSW of outlet at Cranberry Lk NJ
USA21260,40.946957,-74.890751,GLOVERS POND
USA20179,40.94703,-72.18956,HOOK POND (QW SITE 2) AT EAST HAMPTON NY
USA22665,40.94806,-74.75194,Unnamed trib 2 to Cranberry Lk at Cranberry Lk NJ
USA23071,40.94833,-74.75028,Cranberry Lk 3061ftWSW of outlet at Cranberry LkNJ
USA23693,40.94897,-72.19244,"Hook Pond (QW SITE 4) at East Hampton, NY"
USA18545,40.949555,-78.909263,CLOE LAKE 
USA14880,40.950067,-86.190296,SOUTH MUD
USA14811,40.95028,-74.73861,Cranberry Lk 306 ft W of outlet at Cranberry Lk NJ
USA14812,40.95111,-74.74361,Cranberry Lk 1633ftW of outlet at Cranberry Lk NJ
USA13921,40.952237,-74.781041,LAKE TRANQUILITY
USA13922,40.95245,-74.78074,781
MKD11072,40.9525,20.91889,Prespa
USA20178,40.95308,-72.18439,HOOK POND (QW SITE 1) AT EAST HAMPTON NY
USA21353,40.953113,-74.502252,AMES LAKE
USA23159,40.95389,-74.73722,Cranberry Lk 1306ftN of outlet at Cranberry Lk NJ
USA23577,40.95406,-72.19325,"Town Pond at James Ln, E"
USA23072,40.9551,-72.17786,"HOOK POND AT EAST HAMPTON, NY"
USA21982,40.959841,-73.801884,Lake Innisfree
USA17417,40.96256,-80.12117,Lake Arthur
USA14910,40.963684,-86.186247,NYONA
USA17833,40.96441,-96.87657,Branched Oak Lake
USA20951,40.966625,-74.49545,GIRL SCOUT POND
USA14800,40.967438,-74.735462,PANTHER LAKE
USA16602,40.967618,-81.541235,TURKEYFOOT LAKE
USA14782,40.970477,-85.933678,LUKENS
USA16993,40.971297,-81.18875,DALE WALBORN RESERVOIR
USA17232,40.972304,-95.036368,VIKING LAKE
USA21138,40.974647,-74.356308,EAST LAKE
USA22316,40.97584,-81.129067,DEER CREEK RESERVOIR
USA20428,40.977684,-72.296246,LITTLE LONG POND
USA21087,40.97817,-74.939551,PAULINA LAKE
USA21719,40.978966,-72.557285,Laurel Lake
USA14269,40.979589,-87.502995,J.C. MURPHY
USA21242,40.980507,-74.768984,TURTLE POND
USA21961,40.983934,-74.537931,LONGWOOD LAKE
USA14679,40.98641,-90.39677,1532
USA22744,40.99007,-77.18969,"Halfway Lake, PA"
USA22333,40.990205,-81.530659,EAST RESERVOIR
USA21826,40.992106,-74.694715,STAG POND
USA21540,40.993122,-72.524027,Maratooka Lake
USA20590,40.996927,-93.273557,RED HAW LAKE
USA23838,40.99744,-92.41294,Tuttle
USA16522,40.99984,-81.548621,NORTH RESERVOIR
USA18540,41.002953,-75.073424,SUNFISH POND
USA23859,41.00306,-94.71083,"BINDER LK NR CORNING, IA"
USA22566,41.003327,-81.04182,BERLIN LAKE
USA14043,41.004739,-74.738644,GARDNERS POND
USA20888,41.004896,-74.939934,SPRING VALLEY LAKE
USA23598,41.00642,-91.17001,Wapello
USA20277,41.011625,-92.426439,OTTUMWA CENTRAL PARK PONDS
USA21243,41.011786,-74.297145,LOWER TWIN LAKE
USA21680,41.012281,-86.144257,MT. ZION MILL POND
USA14870,41.012583,-83.565785,FINDLAY RESERVOIR #1
USA16830,41.013269,-75.354661,MOUNTAIN SPRINGS LAKE 
USA21097,41.014417,-74.351323,COLD SPRING LAKE
ESP12354,41.01694444,-3.026388889,Alcorlo
USA22461,41.019446,-74.660961,LAKE MOHAWK
USA20892,41.019607,-74.504639,SUN AIR CAMPGROUND
USA14871,41.020175,-83.571008,FINDLAY RESERVOIR #2
USA20319,41.021369,-94.06696,THAYER LAKE
USA21338,41.022827,-74.623781,SAGINAW LAKE
USA23832,41.02477,-92.41113,Ottumwa Lagoon
USA22666,41.02631,-115.087,"177  N36 E61  4DDC 1    ANGEL LAKE NR WELLS, NV"
USA21173,41.02647,-115.087,NV:3
USA21179,41.02647301,-115.0870568,Angel Lake
MKD11073,41.02722,20.81139,Ohrid
USA21059,41.028305,-74.397048,FOREST HILL LAKE
USA16866,41.028324,-81.439646,SPRINGFIELD LAKE
USA13200,41.029998,-74.321429,LAKE IOSCOE
USA20958,41.030159,-74.775465,MUCKSHAW PONDS
USA19703,41.03025,-100.7798,16
USA20881,41.030288,-74.218046,HUBERS LAKE
USA14020,41.031601,-74.715902,ILIFF LAKE
USA22667,41.03298,-115.117,"043  N36 E61  5BDC 1    GREYS LAKE NR WELCOME, NV"
USA21272,41.033592,-74.39074,WONDER LAKE
USA20330,41.033908,-93.742989,EAST LAKE (OSCEOLA)
USA20904,41.034591,-74.516653,WHITE ROCK LAKE
USA20586,41.035373,-93.814809,WEST LAKE (OSCEOLA)
USA23538,41.03636,-93.75634,West Osceola
USA23810,41.03636,-93.75634,East Osceola
USA18006,41.03692,-96.83981,3160
USA15290,41.0415,-85.97905,1867
USA23645,41.04309,-95.73877,Moorehead
USA21333,41.045955,-74.562503,SPARTA LAKE
TUR12513,41.04777778,30.56472222,Buyuk Akgol
USA14676,41.04811,-86.179025,MANITOU
USA20938,41.050202,-74.36165,MATTHEWS LAKE
USA23447,41.05145,-77.60249,"Blanchard Reservoir, PA"
USA23728,41.05452,-94.37734,Orient
USA20989,41.056369,-74.482237,GREENWOOD POND
USA21253,41.057106,-72.336327,Fresh Pond
USA21573,41.05941,-74.3698,ALGONQUIAN WATERS LAKE
USA16977,41.06227,-81.3173,623
USA21249,41.062503,-75.090159,MEADOW LAKE 
USA15935,41.06274,-82.662072,WILLARD RESERVOIR
USA20505,41.064045,-94.719882,LAKE ICARIA
USA16976,41.065088,-81.317153,MOGADORE RESERVOIR
USA14054,41.066742,-76.285544,BRIAR CREEK RESERVOIR
USA16961,41.068454,-74.529603,LAKE STOCKHOLM
USA16496,41.069192,-82.427972,NEW LONDON RESERVOIR
USA21468,41.070572,-74.584815,HEATERS POND
USA21872,41.071698,-74.273067,SKYLINE LAKES
USA21093,41.073207,-74.367694,UPPER MOUNT GLENN LAKE
USA20960,41.075853,-73.755301,CRANBERRY LAKE 
USA14474,41.07636,-86.462757,BRUCE
USA16148,41.076518,-74.912331,FAIRVIEW LAKE
USA14471,41.0771,-86.46356,3147
USA21375,41.080899,-74.191105,SCARLET OAK POND
USA15543,41.080952,-85.953386,MCCLURES
USA20702,41.086319,-85.845247,BEIGH
USA20440,41.087998,-85.547045,ARNOLDS PIT
USA15200,41.08806,-82.72838,303
USA21597,41.088618,-88.819622,STREATOR RESERVOIR
ESP12416,41.08864,-5.268103,LAVAJO MONTERO (VILLAFLORES)
USA23128,41.08918,-93.2592,Williamson
USA16312,41.093544,-93.214432,WILLIAMSON POND
USA16762,41.093694,-74.538815,TAMARACK LAKE
USA13714,41.093766,-74.253771,ERSKINE LAKE
ESP12406,41.09547,-5.541631,CANSINOS
USA16204,41.095805,-80.981613,LAKE MILTON
USA21870,41.09651,-74.217146,BEAR SWAMP LAKE
USA21440,41.097717,-75.277344,SWIFTWATER LAKE
USA19244,41.09921,-75.52183,1209
USA19441,41.100186,-75.457225,PINECREST LAKE 
USA14019,41.10231,-76.66107,"Lake Chillisquaque near White Hall, PA"
USA15544,41.106594,-85.90484,HILL
ESP12400,41.10791,-5.548839,ARCEDIANOS
USA20402,41.109128,-94.388495,GREEN VALLEY LAKE
USA21165,41.111093,-74.876211,PLYMOUTH LAKE
USA19413,41.1113,-75.4575,185
USA21402,41.111841,-75.319998,MT. AIRY LAKE 
USA23498,41.11432,-94.26107,Twelve Mile
USA14978,41.114791,-92.8456,LAKE MIAMI
USA18051,41.11564,-75.71991,F.E. Walter Spillway Pool 1
USA14826,41.119208,-83.444619,LAKE LECOMTE
TUR12547,41.1199,30.490133,Acarlar
USA14490,41.122699,-84.587958,PAULDING RESERVOIR
USA15471,41.124945,-85.900884,CALDWELL
USA19986,41.12635,-104.6435,1723
USA19987,41.1265596,-104.6422657,Wyoming Hereford Ranch Reservoir Number 2
